Date,Package,Title
2017-11-23,adjustedcranlogs,"Remove Automated and Repeated Downloads from 'RStudio' 'CRAN'
Download Logs"
2017-11-23,CopulaDTA,"Copula Based Bivariate Beta-Binomial Model for Diagnostic Test
Accuracy Studies"
2017-11-23,CorporaCoCo,Corpora Co-Occurrence Comparison
2017-11-23,distcrete,Discrete Distribution Approximations
2017-11-23,IDCard,Update Chinese ID Card Number to Eighteen Digits
2017-11-23,lawstat,"Tools for Biostatistics, Public Policy, and Law"
2017-11-23,powdist,Power and Reversal Power Distributions
2017-11-22,domino,R Console Bindings for the 'Domino Command-Line Client'
2017-11-22,DVHmetrics,Analyze Dose-Volume Histograms and Check Constraints
2017-11-22,dyads,Dyadic Network Analysis
2017-11-22,fpmoutliers,Frequent Pattern Mining Outliers
2017-11-22,futility,"Interim Analysis of Operational Futility in Randomized Trials
with Time-to-Event Endpoints and Fixed Follow-Up"
2017-11-22,KMgene,Gene-Based Association Analysis for Complex Traits
2017-11-22,LCF,Linear Combination Fitting
2017-11-22,ManifoldOptim,"An R Interface to the 'ROPTLIB' Library for Riemannian Manifold
Optimization"
2017-11-22,RLumModel,"Solving Ordinary Differential Equations to Understand
Luminescence"
2017-11-22,SELF,"A Structural Equation Embedded Likelihood Framework for Causal
Discovery"
2017-11-21,biofiles,An Interface for GenBank/GenPept Flat Files
2017-11-21,epicontacts,"Handling, Visualisation and Analysis of Epidemiological Contacts"
2017-11-21,multichull,A Generic Convex-Hull-Based Model Selection Method
2017-11-21,ngram,Fast n-Gram 'Tokenization'
2017-11-21,RcppHMM,Rcpp Hidden Markov Model
2017-11-21,RcppTN,Rcpp-Based Truncated Normal Distribution RNG and Family
2017-11-21,rsed,Stream Editing
2017-11-21,Smisc,Sego Miscellaneous
2017-11-20,bang,"Bayesian Analysis, No Gibbs"
2017-11-20,basad,Bayesian Variable Selection with Shrinking and Diffusing Priors
2017-11-20,carx,Censored Autoregressive Model with Exogenous Covariates
2017-11-20,CommEcol,Community Ecology Analyses
2017-11-20,fImport,Rmetrics - Importing Economic and Financial Data
2017-11-20,gcdnet,"LASSO and Elastic Net (Adaptive) Penalized Least Squares,
Logistic Regression, HHSVM, Squared Hinge SVM and Expectile
Regression using a Fast GCD Algorithm"
2017-11-20,LaF,Fast Access to Large ASCII Files
2017-11-20,longROC,"Time-Dependent Prognostic Accuracy with Multiply Evaluated Bio
Markers or Scores"
2017-11-20,siland,Spatial Influence of Landscape
2017-11-20,tm.plugin.factiva,"Import Articles from 'Factiva' Using the 'tm' Text Mining
Framework"
2017-11-19,AWR.Athena,'AWS' Athena 'DBI' Wrapper
2017-11-19,wicket,Utilities to Handle WKT Spatial Data
2017-11-18,easyAHP,Analytic Hierarchy Process (AHP)
2017-11-18,flowDiv,Cytometric Diversity Indices from Gated Data
2017-11-18,xslt,Extensible Style-Sheet Language Transformations
2017-11-17,ArchaeoChron,Bayesian Modeling of Archaeological Chronologies
2017-11-17,bnspatial,Spatial Implementation of Bayesian Networks and Mapping
2017-11-17,fAsianOptions,Rmetrics - EBM and Asian Option Valuation
2017-11-17,fBasics,Rmetrics - Markets and Basic Statistics
2017-11-17,fExoticOptions,Rmetrics - Pricing and Evaluating Exotic Option
2017-11-17,fExtremes,Rmetrics - Modelling Extreme Events in Finance
2017-11-17,gamreg,Robust and Sparse Regression via Gamma-Divergence
2017-11-17,googleCloudStorageR,Interface with Google Cloud Storage API
2017-11-17,imfr,Download Data from the International Monetary Fund's Data API
2017-11-17,logihist,Combined Graphs for Logistic Regression
2017-11-17,mpmcorrelogram,Multivariate Partial Mantel Correlogram
2017-11-17,ores,Connector to the Objective Revision Evaluation Service (ORES)
2017-11-17,proPubBills,'ProPublica' U.S. Congress Bills API Wrapper
2017-11-17,Relatedness,Maximum Likelihood Estimation of Relatedness using EM Algorithm
2017-11-17,revgeo,"Reverse Geocoding with the Photon Geocoder for OpenStreetMap,
Google Maps, and Bing"
2017-11-17,RHawkes,Renewal Hawkes Process
2017-11-17,spiderbar,Parse and Test Robots Exclusion Protocol Files and Rules
2017-11-17,spotifyr,Pull Track Audio Features from the 'Spotify' Web API
2017-11-17,sppmix,Modeling Spatial Poisson and Related Point Processes
2017-11-17,timeSeries,Rmetrics - Financial Time Series Objects
2017-11-16,dequer,"Stacks, Queues, and 'Deques' for R"
2017-11-16,epr,Easy Polynomial Regression
2017-11-16,fAssets,Rmetrics - Analysing and Modelling Financial Assets
2017-11-16,fCopulae,Rmetrics - Bivariate Dependence Structures with Copulae
2017-11-16,fGarch,Rmetrics - Autoregressive Conditional Heteroskedastic Modelling
2017-11-16,flatr,"Transforms Contingency Tables to Data Frames, and Analyses Them"
2017-11-16,fMultivar,"Rmetrics - Analysing and Modeling Multivariate Financial Return
Distributions"
2017-11-16,fNonlinear,Rmetrics - Nonlinear and Chaotic Time Series Modelling
2017-11-16,fOptions,Rmetrics - Pricing and Evaluating Basic Options
2017-11-16,fPortfolio,Rmetrics - Portfolio Selection and Optimization
2017-11-16,fUnitRoots,Rmetrics - Modelling Trends and Unit Roots
2017-11-16,hashmap,The Faster Hash Map
2017-11-16,MixedPsy,Statistical Tools for the Analysis of Psychophysical Data
2017-11-16,modest,Model-Based Dose-Escalation Trials
2017-11-16,Myrrix,"Interface to Myrrix. Myrrix is a Complete, Real-Time, Scalable
Clustering and Recommender System, Evolved from Apache Mahout"
2017-11-16,Myrrixjars,R/Myrrix Interface Jars
2017-11-16,PtProcess,Time Dependent Point Process Modelling
2017-11-16,SequentialDesign,"Observational Database Study Planning using Exact Sequential
Analysis for Poisson and Binomial Data"
2017-11-16,thregI,"Threshold Regression for Interval-Censored Data with a Cure Rate
Option"
2017-11-15,easynls,Easy Nonlinear Model
2017-11-15,EurosarcBayes,Bayesian Single Arm Sample Size Calculation Software
2017-11-15,fBonds,Rmetrics - Pricing and Evaluating Bonds
2017-11-15,fRegression,Rmetrics - Regression Based Decision and Prediction
2017-11-15,fTrading,Rmetrics - Trading and Rebalancing Financial Instruments
2017-11-15,icensBKL,"Accompanion to the Book on Interval Censoring by Bogaerts,
Komarek, and Lesaffre"
2017-11-15,IQCC,Improved Quality Control Charts
2017-11-15,rpicosat,R Bindings for the 'PicoSAT' SAT Solver
2017-11-14,cdcfluview,Retrieve 'U.S'. Flu Season Data from the 'CDC' 'FluView' Portal
2017-11-14,coop,"Co-Operation: Fast Covariance, Correlation, and Cosine
Similarity Operations"
2017-11-14,dynsurv,Dynamic Models for Survival Data
2017-11-14,ICCbin,"Facilitates Clustered Binary Data Generation, and Estimation of
Intracluster Correlation Coefficient (ICC) for Binary Data"
2017-11-14,L1pack,Routines for L1 Estimation
2017-11-14,likelihoodExplore,Likelihood Exploration
2017-11-14,oaqc,Computation of the Orbit-Aware Quad Census
2017-11-14,OptimalTiming,Optimal Timing Identification
2017-11-14,subsamp,"Subsample Winner Algorithm for Variable Selection in Linear
Regression with a Large Number of Variables"
2017-11-14,tidyverse,Easily Install and Load the 'Tidyverse'
2017-11-13,auctestr,Statistical Testing for AUC Data
2017-11-13,bootcluster,Bootstrapping Estimates of Clustering Stability
2017-11-13,CHNOSZ,Thermodynamic Calculations for Geobiochemistry
2017-11-13,Dasst,"Tools for Reading, Processing and Writing 'DSSAT' Files"
2017-11-13,dparser,Port of 'Dparser' Package
2017-11-13,OneArmPhaseTwoStudy,"Planning, Conducting, and Analysing Single-Arm Phase II Studies"
2017-11-13,QuantumClone,Clustering Mutations using High Throughput Sequencing (HTS) Data
2017-11-13,rethinker,RethinkDB Client
2017-11-13,StakeholderAnalysis,Measuring Stakeholder Influence
2017-11-13,ToolsForCoDa,Multivariate Tools for Compositional Data Analysis
2017-11-12,ggplotAssist,'RStudio' Addin for Teaching and Learning 'ggplot2'
2017-11-12,nat,NeuroAnatomy Toolbox for Analysis of 3D Image Data
2017-11-12,openNLPdata,Apache OpenNLP Jars and Basic English Language Models
2017-11-12,qboxplot,Quantile-Based Boxplot
2017-11-12,rcbalance,"Large, Sparse Optimal Matching with Refined Covariate Balance"
2017-11-12,RKEAjars,R/KEA Interface Jars
2017-11-12,snnR,Sparse Neural Networks for Genomic Selection in Animal Breeding
2017-11-12,ThankYouStars,Give your Dependencies Stars on GitHub!
2017-11-11,BatchMap,"Software for the Creation of High Density Linkage Maps in
Outcrossing Species"
2017-11-10,AID,Box-Cox Power Transformation
2017-11-10,anocva,"A Non-Parametric Statistical Test to Compare Clustering
Structures"
2017-11-10,climwin,Climate Window Analysis
2017-11-10,Crossover,Analysis and Search of Crossover Designs
2017-11-10,ctmle,Collaborative Targeted Maximum Likelihood Estimation
2017-11-10,memuse,Memory Estimation Utilities
2017-11-10,parSim,Parallel Simulation Studies
2017-11-10,PdPDB,Pattern Discovery in PDB Structures of Metalloproteins
2017-11-10,quokar,Quantile Regression Outlier Diagnostics with K Left Out Analysis
2017-11-10,rGoodData,GoodData API Client Package
2017-11-10,rLDCP,Text Generation from Data
2017-11-10,rODE,"Ordinary Differential Equation (ODE) Solvers Written in R Using
S4 Classes"
2017-11-10,sound,A Sound Interface for R
2017-11-10,StAMPP,Statistical Analysis of Mixed Ploidy Populations
2017-11-09,bigtime,Sparse Estimation of Large Time Series Models
2017-11-09,famSKATRC,"Family Sequence Kernel Association Test for Rare and Common
Variants"
2017-11-09,MOST,Multiphase Optimization Strategy
2017-11-09,predkmeans,Covariate Adaptive Clustering
2017-11-09,roccv,ROC for Cross Validation Results
2017-11-09,wNNSel,"Weighted Nearest Neighbor Imputation of Missing Values using
Selected Variables"
2017-11-08,condusco,Query-Driven Pipeline Execution and Query Templates
2017-11-08,deepboost,Deep Boosting Ensemble Modeling
2017-11-08,FHtest,"Tests for Right and Interval-Censored Survival Data Based on the
Fleming-Harrington Class"
2017-11-08,geojson,Classes for 'GeoJSON'
2017-11-08,lsl,Latent Structure Learning
2017-11-08,multcomp,Simultaneous Inference in General Parametric Models
2017-11-08,RcmdrPlugin.GWRM,"R Commander Plug-in for Fitting Generalized Waring Regression
Models"
2017-11-07,APCanalysis,"Analysis of Unreplicated Orthogonal Experiments using All
Possible Comparisons"
2017-11-07,changepointsHD,"Change-Point Estimation for Expensive and High-Dimensional
Models"
2017-11-07,epxToR,Import 'Epidata' XML Files '.epx'
2017-11-07,hues,Distinct Colours Palettes Based on 'iwanthue'
2017-11-07,pcnetmeta,Patient-Centered Network Meta-Analysis
2017-11-07,RadOnc,Analytical Tools for Radiation Oncology
2017-11-07,Rsymphony,SYMPHONY in R
2017-11-07,UniIsoRegression,"Unimodal and Isotonic L1, L2 and Linf Regression"
2017-11-06,ABCoptim,Implementation of Artificial Bee Colony (ABC) Optimization
2017-11-06,dcminfo,Information Matrix for Diagnostic Classification Models
2017-11-06,Diderot,Bibliographic Network Analysis
2017-11-06,genoPlotR,Plot Publication-Grade Gene and Genome Maps
2017-11-06,goft,Tests of Fit for some Probability Distributions
2017-11-06,googlePublicData,Working with Google's 'Public Data Explorer' DSPL Metadata Files
2017-11-06,pCalibrate,Bayesian Calibrations of P-Values
2017-11-06,RcppQuantuccia,"R Bindings to the 'Quantuccia' Header-Only Essentials of
'QuantLib'"
2017-11-05,approxmatch,Approximately Optimal Fine Balance Matching with Multiple Groups
2017-11-05,ArCo,Artificial Counterfactual Package
2017-11-05,extremeStat,Extreme Value Statistics and Quantile Estimation
2017-11-05,geosphere,Spherical Trigonometry
2017-11-05,lplyr,'dplyr' Verbs for Lists and Other Verbs for Data Frames
2017-11-05,Pstat,Assessing Pst Statistics
2017-11-05,tableHTML,A Tool to Create HTML Tables
2017-11-04,inaparc,Initialization Algorithms for Partitioning Cluster Analysis
2017-11-03,AnnuityRIR,Annuity Random Interest Rates
2017-11-03,convoSPAT,Convolution-Based Nonstationary Spatial Modeling
2017-11-03,dief,Metrics for Continuous Efficiency
2017-11-03,PDN,Personalized Disease Network
2017-11-03,spew,SPEW Framework for Generating Synthetic Ecosystems
2017-11-03,vmd,Variational Mode Decomposition
2017-11-02,DatAssim,Data Assimilation
2017-11-02,equateMultiple,Equating of Multiple Forms
2017-11-02,l2boost,Friedman's Boosting Algorithm for Regularized Linear Regression
2017-11-02,mda,Mixture and Flexible Discriminant Analysis
2017-11-02,mobsim,"Spatial Simulation and Scale-Dependent Analysis of Biodiversity
Changes"
2017-11-02,nopp,Nash Optimal Party Positions
2017-11-02,pglm,Panel Generalized Linear Models
2017-11-02,rhub,Connect to 'R-hub'
2017-11-02,RJSplot,Interactive Graphs with R
2017-11-02,SLDAssay,Software for Analyzing Limiting Dilution Assays
2017-11-02,slowraker,"A Slow Version of the Rapid Automatic Keyword Extraction (RAKE)
Algorithm"
2017-11-02,Taxonstand,Taxonomic Standardization of Plant Species Names
2017-11-01,HiddenMarkov,Hidden Markov Models
2017-11-01,infraFDTD.assist,IO Help for infraFDTD Model
2017-11-01,PanJen,A Semi-Parametric Test for Specifying Functional Form
2017-11-01,unittest,TAP-Compliant Unit Testing
2017-10-31,gapminder,Data from Gapminder
2017-10-31,lpme,Nonparametric Estimation of Measurement Error Models
2017-10-31,metricTester,Test Metric and Null Model Statistical Performance
2017-10-31,wec,Weighted Effect Coding
2017-10-30,abe,Augmented Backward Elimination
2017-10-30,bbmle,Tools for General Maximum Likelihood Estimation
2017-10-30,coala,A Framework for Coalescent Simulation
2017-10-30,conover.test,Conover-Iman Test of Multiple Comparisons Using Rank Sums
2017-10-30,dynfrail,Fitting Dynamic Frailty Models with the EM Algorithm
2017-10-30,MBHdesign,Spatial Designs for Ecological and Environmental Surveys
2017-10-30,phylocanvas,"Interactive Phylogenetic Trees Using the 'Phylocanvas'
JavaScript Library"
2017-10-30,R2admb,'ADMB' to R Interface Functions
2017-10-30,Rduino,A Microcontroller Interface
2017-10-30,rsurfer,Manipulating 'Freesurfer' Generated Data
2017-10-29,episode,"Estimation with Penalisation in Systems of Ordinary Differential
Equations"
2017-10-29,gridSVG,Export 'grid' Graphics as SVG
2017-10-29,HMMoce,"Improved Analysis of Marine Animal Movement Data Using Hidden
Markov Models"
2017-10-29,lazyeval,Lazy (Non-Standard) Evaluation
2017-10-29,rgen,Random Sampling Distribution C++ Routines for Armadillo
2017-10-29,rpg,Easy Interface to Advanced PostgreSQL Features
2017-10-29,spgwr,Geographically Weighted Regression
2017-10-29,SurrogateTest,"Early Testing for a Treatment Effect using Surrogate Marker
Information"
2017-10-28,coppeCosenzaR,COPPE-Cosenza Fuzzy Hierarchy Model
2017-10-28,Evapotranspiration,"Modelling Actual, Potential and Reference Crop
Evapotranspiration"
2017-10-28,nets,Network Estimation for Time Series
2017-10-27,distdrawr,"Download Occurrence Data of Vascular Plants in Germany from the
FLORKART Database"
2017-10-27,dunn.test,Dunn's Test of Multiple Comparisons Using Rank Sums
2017-10-27,pixels,Tools for Working with Image Pixels
2017-10-27,rcreds,Securely Use Credentials Within R Scripts
2017-10-27,vfcp,"Computation of v Values for U and Copula C(U, v)"
2017-10-26,BTLLasso,Modelling Heterogeneity in Paired Comparison Data
2017-10-26,catnet,Categorical Bayesian Network Inference
2017-10-26,census,Scrape US Census Data
2017-10-26,countyfloods,Quantify United States County-Level Flood Measurements
2017-10-26,epitools,Epidemiology Tools
2017-10-26,FinAna,Financial Analysis and Regression Diagnostic Analysis
2017-10-26,kaphom,Test the Homogeneity of Kappa Statistics
2017-10-26,meanr,Sentiment Analysis Scorer
2017-10-26,oro.nifti,Rigorous - NIfTI + ANALYZE + AFNI : Input / Output
2017-10-26,routr,A Simple Router for HTTP and WebSocket Requests
2017-10-26,SCMA,Single-Case Meta-Analysis
2017-10-26,surveyplanning,Survey Planning Tools
2017-10-25,actogrammr,Read in Activity Data and Plot Actograms
2017-10-25,asus,Adaptive SURE Thresholding Using Side Information
2017-10-25,GerminaR,"Germination Indexes for Seed Germination Variables for
Ecophysiological Studies"
2017-10-25,gmeta,Meta-Analysis via a Unified Framework of Confidence Distribution
2017-10-25,multitaper,Spectral Analysis Tools using the Multitaper Method
2017-10-25,OPI,Open Perimetry Interface
2017-10-25,Runuran,R Interface to the UNU.RAN Random Variate Generators
2017-10-25,WWR,Weighted Win Loss Statistics and their Variances
2017-10-24,autoimage,Multiple Heat Maps for Projected Coordinates
2017-10-24,cbar,Contextual Bayesian Anomaly Detection in R
2017-10-24,densityClust,Clustering by Fast Search and Find of Density Peaks
2017-10-24,jsTree,Create Interactive Trees with the 'jQuery' 'jsTree' Plugin
2017-10-24,lexiconPT,Lexicons for Portuguese Text Analysis
2017-10-24,MOEADr,Component-Wise MOEA/D Implementation
2017-10-24,MoLE,Modeling Language Evolution
2017-10-24,nspmix,Nonparametric and Semiparametric Mixture Estimation
2017-10-24,optimization,"Flexible Optimization of Complex Loss Functions with State and
Parameter Space Constraints"
2017-10-24,paramtest,Run a Function Iteratively While Varying Parameters
2017-10-24,spTDyn,Spatially Varying and Spatio-Temporal Dynamic Linear Models
2017-10-24,XRPython,Structured Interface to 'Python'
2017-10-24,zebu,Local Association Measures
2017-10-23,AzureML,"Interface with Azure Machine Learning Datasets, Experiments and
Web Services"
2017-10-23,DBEST,Detecting Breakpoints and Estimating Segments in Trend
2017-10-23,EfficientMaxEigenpair,Efficient Initials for Computing the Maximal Eigenpair
2017-10-23,lsei,"Solving Least Squares or Quadratic Programming Problems under
Equality/Inequality Constraints"
2017-10-23,MHCtools,Analysis of MHC Data in Non-Model Species
2017-10-23,MlBayesOpt,"Hyper Parameter Tuning for Machine Learning, Using Bayesian
Optimization"
2017-10-23,PCAmixdata,Multivariate Analysis of Mixed Data
2017-10-23,ROI.plugin.deoptim,"'DEoptim' and 'DEoptimR' Plugin for the 'R' Optimization
Interface"
2017-10-23,WaveLetLongMemory,Estimating Long Memory Parameter using Wavelet
2017-10-23,zFactor,Calculate the Compressibility Factor 'z' for Hydrocarbon Gases
2017-10-22,debugme,Debug R Packages
2017-10-22,docuSignr,Connect to 'DocuSign' API
2017-10-22,groupdata2,Creating Groups from Data
2017-10-22,modcmfitr,"Fit a Modified Connor-Mosimann Distribution to Elicited
Quantiles in Multinomial Problems"
2017-10-22,oii,Crosstab and Statistical Tests for OII MSc Stats Course
2017-10-22,PCA4you,PCA Plotting in a User Friendly Way
2017-10-22,ROI.plugin.msbinlp,"'Multi-Solution' Binary Linear Problem Plug-in for the 'R'
Optimization Interface"
2017-10-22,ROI.plugin.optimx,'optimx' Plug-in for the 'R' Optimization Infrastructure
2017-10-22,ROI.plugin.scs,'SCS' Plug-in for the 'R' Optimization Infrastructure
2017-10-22,sankey,Illustrate the Flow of Information or Material
2017-10-21,hogsvdR,Higher-Order Generalized Singular Value Decomposition
2017-10-21,RcmdrPlugin.survival,R Commander Plug-in for the 'survival' Package
2017-10-21,securitytxt,Identify and Parse Web Security Policies Files
2017-10-21,skyscapeR,"Skyscape Archaeology Data Reduction, Visualization and Analysis"
2017-10-20,accrual,Bayesian Accrual Prediction
2017-10-20,DOvalidation,"Kernel Hazard Estimation with Best One-Sided and Double
One-Sided Cross-Validation"
2017-10-20,EHR,Electronic Health Record (EHR) Data Processing and Analysis Tool
2017-10-20,genomic.autocorr,Models Dealing with Spatial Dependency in Genomic Data
2017-10-20,ISLR,"Data for an Introduction to Statistical Learning with
Applications in R"
2017-10-20,liteq,Lightweight Portable Message Queue Using 'SQLite'
2017-10-20,mvMonitoring,"Multi-State Adaptive Dynamic Principal Component Analysis for
Multivariate Process Monitoring"
2017-10-20,OnAge,Test of Between-Group Differences in the Onset of Senescence
2017-10-20,ROI.plugin.cplex,ROI Plug-in CPLEX
2017-10-20,ROI.plugin.glpk,'ROI' Plug-in 'GLPK'
2017-10-19,CausalGAM,Estimation of Causal Effects with Generalized Additive Models
2017-10-19,EasyMx,Easy Model-Builder Functions for 'OpenMx'
2017-10-19,EpiContactTrace,Epidemiological Tool for Contact Tracing
2017-10-19,gwrpvr,Genome-Wide Regression P-Value (Gwrpv)
2017-10-19,htm2txt,Convert Html into Text
2017-10-19,mafs,Multiple Automatic Forecast Selection
2017-10-19,monoreg,"Bayesian Monotonic Regression Using a Marked Point Process
Construction"
2017-10-19,rabi,"Generate Codes to Uniquely and Robustly Identify Individuals for
Animal Behavior Studies"
2017-10-19,rex,Friendly Regular Expressions
2017-10-19,rslurm,Submit R Calculations to a Slurm Cluster
2017-10-18,areaplot,Plot Stacked Areas and Confidence Bands as Filled Polygons
2017-10-18,divo,"Tools for Analysis of Diversity and Similarity in Biological
Systems"
2017-10-18,FlowRegEnvCost,The Environmental Costs of Flow Regulation
2017-10-18,geoRglm,A Package for Generalised Linear Spatial Models
2017-10-18,gpuR,GPU Functions for R Objects
2017-10-18,GreedySBTM,Greedy Stochastic Block Transition Models
2017-10-18,HHG,"Heller-Heller-Gorfine Tests of Independence and Equality of
Distributions"
2017-10-18,HSAR,Hierarchical Spatial Autoregressive Model
2017-10-18,LZeroSpikeInference,Exact Spike Train Inference via L0 Optimization
2017-10-18,NNMIS,"Nearest Neighbor Based Multiple Imputation for Survival Data
with Missing Covariates"
2017-10-18,onemap,"Construction of Genetic Maps in Experimental Crosses: Full-Sib,
RILs, F2 and Backcrosses"
2017-10-18,satellite,Handling and Manipulating Remote Sensing Data
2017-10-18,swa,Subsampling Winner Algorithm for Classification
2017-10-17,dbstats,Distance-Based Statistics
2017-10-17,geomedb,Fetch 'GeOMe-db' FIMS Data
2017-10-17,httpcache,Query Cache for HTTP Clients
2017-10-17,ivmodel,"Statistical Inference and Sensitivity Analysis for Instrumental
Variables Model"
2017-10-17,mregions,Marine Regions Data from 'Marineregions.org'
2017-10-17,reddPrec,Reconstruction of Daily Data - Precipitation
2017-10-17,sicegar,Analysis of Single-Cell Viral Growth Curves
2017-10-17,snht,Standard Normal Homogeneity Test
2017-10-17,vennplot,Venn Diagrams in 2D and 3D
2017-10-16,BiG,Bayesian Aggregation in Genomic Applications
2017-10-16,copulaData,Data Sets for Copula Modeling
2017-10-16,corrplot,Visualization of a Correlation Matrix
2017-10-16,forestinventory,"Design-Based Global and Small-Area Estimations for Multiphase
Forest Inventories"
2017-10-16,GSMX,Multivariate Genomic Selection
2017-10-16,metaheuristicOpt,Metaheuristic for Optimization
2017-10-16,mvdalab,Multivariate Data Analysis Laboratory
2017-10-16,rmsfuns,"Quickly View Data Frames in 'Excel', Build Folder Paths and
Create Date Vectors"
2017-10-16,SelvarMix,"Regularization for Variable Selection in Model-Based Clustering
and Discriminant Analysis"
2017-10-16,SILGGM,"Statistical Inference of Large-Scale Gaussian Graphical Model in
Gene Networks"
2017-10-16,TSclust,Time Series Clustering Utilities
2017-10-15,pdfetch,"Fetch Economic and Financial Time Series Data from Public
Sources"
2017-10-15,Plasmode,'Plasmode' Simulation
2017-10-15,RViennaCL,'ViennaCL' C++ Header Files
2017-10-14,AssocTests,Genetic Association Studies
2017-10-14,bayesLife,Bayesian Projection of Life Expectancy
2017-10-14,collectArgs,"Quickly and Neatly Collect Arguments from One Environment to
Pass to Another"
2017-10-14,covequal,Test for Equality of Covariance Matrices
2017-10-14,lawn,Client for 'Turfjs' for 'Geospatial' Analysis
2017-10-14,npsurv,Nonparametric Survival Analysis
2017-10-14,oshka,Recursive Quoted Language Expansion
2017-10-14,ProTrackR,Manipulate and Play 'ProTracker' Modules
2017-10-14,SEMID,Identifiability of Linear Structural Equation Models
2017-10-13,dave,"Functions for ""Data Analysis in Vegetation Ecology"""
2017-10-13,queueing,Analysis of Queueing Networks and Models
2017-10-13,rucrdtw,R Bindings for the UCR Suite
2017-10-12,brainR,"Helper Functions to 'misc3d' and 'rgl' Packages for Brain
Imaging"
2017-10-12,curstatCI,Confidence Intervals for the Current Status Model
2017-10-12,icmm,Empirical Bayes Variable Selection via ICM/M Algorithm
2017-10-12,iDINGO,Integrative Differential Network Analysis in Genomics
2017-10-12,incgraph,Incremental Graphlet Counting for Network Optimisation
2017-10-12,poplite,"Tools for Simplifying the Population and Querying of SQLite
Databases"
2017-10-12,PubMedWordcloud,'Pubmed' Word Clouds
2017-10-11,AmyloGram,Prediction of Amyloid Proteins
2017-10-11,dblr,Discrete Boosting Logistic Regression
2017-10-11,HybridFS,A Hybrid Filter-Wrapper Feature Selection Method
2017-10-11,SDMPlay,Species Distribution Modelling Playground
2017-10-11,SIMMS,Subnetwork Integration for Multi-Modal Signatures
2017-10-11,triversity,Diversity Measures on Tripartite Graphs
2017-10-11,XKCDdata,Get XKCD Comic Data
2017-10-10,CCTpack,"Consensus Analysis, Model-Based Clustering, and Cultural
Consensus Theory Applications"
2017-10-10,colt,Command-Line Color Themes
2017-10-10,freesurfer,Wrapper Functions for 'Freesurfer'
2017-10-10,GUTS,"Fast Calculation of the Likelihood of a Stochastic Survival
Model"
2017-10-10,mapfuser,"Construct Consensus Genetic Maps and Estimate Recombination
Rates"
2017-10-10,MCI,Multiplicative Competitive Interaction (MCI) Model
2017-10-10,pscl,Political Science Computational Laboratory
2017-10-10,PTE,Personalized Treatment Evaluator
2017-10-10,rakeR,Easy Spatial Microsimulation (Raking) in R
2017-10-09,brea,Bayesian Recurrent Event Analysis
2017-10-09,CatPredi,"Optimal Categorisation of Continuous Variables in Prediction
Models"
2017-10-09,colf,Constrained Optimization on Linear Function
2017-10-09,mada,Meta-Analysis of Diagnostic Accuracy
2017-10-09,RcppBlaze,"'Rcpp' Integration for the 'Blaze' High-Performance C++ Math
Library"
2017-10-09,Replicate,Statistical Metrics for Multisite Replication Studies
2017-10-08,anominate,Alpha-NOMINATE Ideal Point Estimator
2017-10-08,BMhyb,Hybrid Trait Evolution under Brownian Motion
2017-10-08,mozzie,Weekly Notified Dengue Cases in Sri Lanka
2017-10-08,RNetCDF,Interface to NetCDF Datasets
2017-10-07,D3partitionR,Interactive Charts of Nested and Hierarchical Data with 'D3.js'
2017-10-07,editData,'RStudio' Addin for Editing a 'data.frame'
2017-10-07,RPEnsemble,Random Projection Ensemble Classification
2017-10-07,SQUAREM,"Squared Extrapolation Methods for Accelerating EM-Like Monotone
Algorithms"
2017-10-06,BaTFLED3D,Bayesian Tensor Factorization Linked to External Data
2017-10-06,BLRPM,"Stochastic Rainfall Generator Bartlett-Lewis Rectangular Pulse
Model"
2017-10-06,BrownDog,Brown Dog R Interface
2017-10-06,DWLasso,Degree Weighted Lasso
2017-10-06,genridge,Generalized Ridge Trace Plots for Ridge Regression
2017-10-06,IIS,"Datasets to Accompany Wolfe and Schneider - Intuitive
Introductory Statistics"
2017-10-06,MareyMap,Estimation of Meiotic Recombination Rates Using Marey Maps
2017-10-06,oro.pet,Rigorous - Positron Emission Tomography
2017-10-06,shelltrace,Bivalve Growth and Trace Element Accumulation Model
2017-10-05,DataEntry,Make it Easier to Enter Questionnaire Data
2017-10-05,diffMeanVar,"Detecting Gene Probes with Different Means or Variances Between
Two Groups"
2017-10-05,EWGoF,"Goodness-of-Fit Tests for the Exponential and Two-Parameter
Weibull Distributions"
2017-10-05,INCATome,Internal Control Analysis of Translatome Studies by Microarrays
2017-10-05,matchbook,Wrapper for the 'Matchbook' API
2017-10-05,OutbreakTools,Basic Tools for the Analysis of Disease Outbreaks
2017-10-05,RelimpPCR,Relative Importance PCA Regression
2017-10-04,birtr,"The R Package for ""The Basics of Item Response Theory Using R"""
2017-10-04,highlight,Syntax Highlighter
2017-10-04,IDF,Estimation and Plotting of IDF Curves
2017-10-04,infuser,A Very Basic Templating Engine
2017-10-04,kader,Kernel Adaptive Density Estimation and Regression
2017-10-04,lagsarlmtree,Spatial Lag Model Trees
2017-10-04,proustr,Tools for Natural Language Processing in French
2017-10-04,rma.exact,Exact Confidence Intervals for Random Effects Meta-Analyses
2017-10-04,Rssa,A Collection of Methods for Singular Spectrum Analysis
2017-10-04,selectiveInference,Tools for Post-Selection Inference
2017-10-04,smpic,Creates Images Sized for Social Media
2017-10-04,Sunclarco,Survival Analysis using Copulas
